01NA23NA11;1;1;4;3;3;NA;NA;NA;NA;NA;5;1;1;4;4;3;2;5;3;1;5;4;1;3;5;1;4;5;1;4;3;3;2;3;1;4;3;1;2;1;2;1;4;2;1;5;1;4;1;3;4;1;2;5;2;3;5;1;4;3;1;3;3;4;1;2;5;4;2;3;4;3;1;5;1;2;4;5;3;5;5;5;1;3;2;1;2;5;5;3;4;2;2;5;3
01NA23NA06;NA;NA;NA;NA;NA;4;1;4;2;5;1;1;2;5;5;3;1;5;3;2;5;4;4;5;4;1;4;3;4;4;4;5;2;3;2;4;4;3;2;1;3;1;5;2;1;4;2;1;4;3;2;2;4;1;1;4;5;1;5;1;1;3;3;4;1;2;5;4;2;1;1;4;3;5;1;2;4;5;3;2;5;4;4;1;4;1;3;3;5;3;4;2;4;3;3
01NA23NA04;1;1;2;3;2;NA;NA;NA;NA;NA;2;1;1;2;1;3;4;2;1;1;5;4;1;3;2;1;4;5;2;1;2;3;2;3;4;3;2;3;2;3;3;1;4;1;1;4;1;4;1;3;2;1;2;1;1;2;2;3;3;5;4;4;2;5;1;2;1;1;2;3;4;3;1;5;1;2;4;5;3;1;5;5;1;5;1;1;3;5;4;1;2;5;4;4;4
01NA23NA03;1;4;3;3;3;NA;NA;NA;NA;NA;1;1;1;3;4;3;2;5;3;1;5;5;1;3;2;1;5;3;1;4;3;4;2;3;2;4;3;3;4;2;3;1;1;2;1;2;1;4;3;1;4;1;2;1;1;3;5;1;3;1;5;5;3;4;1;1;5;4;2;4;1;4;1;5;1;2;4;5;3;5;5;2;2;1;1;5;2;4;5;2;4;2;2;5;1
01NA23NA02;NA;NA;NA;NA;NA;4;1;4;2;3;1;1;1;5;4;3;1;2;3;1;5;2;2;2;4;1;2;5;4;4;5;3;2;3;2;3;4;3;2;5;2;1;4;2;1;4;3;4;1;3;2;3;4;2;1;5;5;1;3;1;2;3;4;4;1;2;2;4;2;3;1;4;2;5;1;1;2;5;4;1;2;3;1;1;1;1;4;4;5;3;1;2;3;5;2
01NA23NA01;2;1;2;1;3;NA;NA;NA;NA;NA;2;4;1;3;4;3;4;4;2;1;1;1;5;4;5;5;4;5;1;4;2;2;5;1;1;2;2;1;4;4;3;1;5;3;1;3;1;4;3;5;3;4;5;1;1;4;5;1;3;1;3;1;5;4;3;2;1;4;2;1;5;3;1;5;1;1;4;5;3;3;5;1;3;1;3;2;3;1;2;2;4;2;4;5;3
01NA238NA8;1;1;2;3;3;NA;NA;NA;NA;NA;1;1;1;5;1;3;2;5;3;1;5;4;5;3;2;1;4;5;1;4;1;3;2;3;1;4;3;3;2;1;2;1;4;2;1;4;1;4;4;3;4;1;3;1;2;2;5;1;3;1;1;5;3;4;1;2;5;4;1;3;1;4;1;5;1;2;4;2;3;2;5;5;5;3;4;3;2;3;5;2;4;2;4;5;2
01NA238NA7;1;1;2;3;5;NA;NA;NA;NA;NA;5;1;1;1;3;3;2;5;5;1;5;4;4;3;2;1;4;5;2;4;3;2;2;3;1;4;3;3;2;2;2;1;4;2;1;4;1;4;1;3;4;1;3;1;1;4;5;1;3;1;1;5;4;4;1;1;5;4;2;3;5;4;1;5;1;2;4;2;3;4;5;2;5;1;1;5;1;3;5;2;4;2;4;5;2
01NA238NA6;NA;NA;NA;NA;NA;2;3;4;2;5;1;1;1;2;4;3;1;4;1;5;5;4;1;4;4;5;4;3;2;4;5;2;5;3;2;5;5;3;2;2;4;5;4;2;3;4;1;4;1;2;1;2;3;3;4;4;5;1;3;4;1;2;3;4;3;2;5;4;2;1;5;3;1;1;2;1;2;3;2;1;4;3;1;1;1;1;1;5;3;2;4;1;5;2;1
01NA238NA5;1;5;5;3;3;NA;NA;NA;NA;NA;1;1;1;3;3;3;2;2;4;1;5;2;5;3;2;1;4;5;1;4;3;3;2;3;2;4;2;3;2;1;2;1;4;2;1;4;1;4;1;3;2;1;3;1;1;2;5;1;3;1;5;5;3;4;1;2;5;1;2;3;4;4;1;5;1;1;4;2;3;3;5;5;1;5;NA;1;1;3;5;2;1;2;4;2;3
01NA238NA3;4;3;3;3;2;NA;NA;NA;NA;NA;4;1;1;4;4;3;1;2;1;1;5;4;4;1;3;1;4;5;5;4;3;4;5;3;4;4;3;3;4;1;3;1;3;3;1;4;2;4;1;3;5;5;1;1;4;3;5;1;4;1;3;1;3;4;1;2;1;4;2;2;5;1;5;5;1;1;4;5;4;5;1;2;4;1;5;1;1;5;5;3;3;5;4;5;3
01NA238NA1;1;1;3;3;3;NA;NA;NA;NA;NA;4;1;1;3;2;3;3;2;3;1;5;4;5;5;4;1;4;2;1;1;5;3;2;3;2;4;4;3;4;5;4;1;1;3;1;4;1;4;1;3;2;5;3;5;2;1;5;1;3;1;3;5;4;4;1;1;5;1;2;3;5;4;1;5;1;1;4;3;3;4;5;5;3;5;1;3;2;3;5;2;4;2;4;5;3
01NA238NA0;1;1;2;3;2;NA;NA;NA;NA;NA;1;1;1;3;4;NA;3;4;3;1;5;4;5;5;2;1;4;5;1;1;3;3;2;3;2;4;3;3;2;3;2;1;4;2;1;4;1;4;1;3;1;1;4;1;1;3;5;1;3;1;1;3;3;4;1;2;5;4;5;3;1;4;1;5;1;2;4;3;3;3;5;1;2;1;4;1;1;3;5;2;4;2;4;5;3
01NA23886;1;1;5;3;3;NA;NA;NA;NA;NA;4;1;1;3;4;3;2;2;3;1;5;4;5;1;2;5;3;5;1;4;2;1;2;3;1;4;1;3;2;4;2;1;5;1;1;2;1;4;1;3;4;1;4;1;1;1;5;1;3;1;2;5;5;4;1;2;5;4;2;3;1;4;1;5;1;4;4;5;4;4;4;3;5;1;4;3;3;4;5;2;1;2;4;1;4
01NA23885;NA;NA;NA;NA;NA;1;1;2;3;3;1;1;1;3;4;3;2;5;1;5;5;3;5;5;2;1;4;5;1;4;3;3;2;3;2;1;3;3;2;3;3;1;4;2;1;4;1;4;1;3;4;1;4;1;4;2;5;1;3;1;1;5;3;4;1;2;5;4;3;3;1;4;1;5;1;1;4;2;4;3;5;5;4;1;4;3;2;3;5;2;4;2;1;5;2
01NA23884;NA;NA;NA;NA;NA;4;1;4;2;3;2;1;1;5;3;3;2;5;3;1;5;3;5;3;4;1;4;5;1;4;3;3;2;3;1;4;3;3;2;2;2;1;4;2;1;4;1;4;1;3;1;1;3;1;4;3;5;3;5;1;1;3;3;4;1;1;5;4;2;3;4;4;3;5;1;2;4;2;3;3;5;3;1;1;4;3;1;1;5;2;4;2;4;5;2
01NA23881;1;1;2;3;3;NA;NA;NA;NA;NA;1;1;1;3;5;3;3;5;2;1;5;2;5;2;4;1;4;5;1;5;3;1;2;3;2;4;3;3;4;2;3;1;4;3;1;4;1;4;1;4;4;1;3;1;1;4;5;4;3;1;1;5;4;4;1;2;5;4;2;3;1;4;1;5;1;1;4;5;4;2;1;2;4;1;1;1;2;2;5;2;4;2;1;5;5
01NA2387NA;NA;NA;NA;NA;NA;1;1;4;2;5;1;2;1;3;5;3;2;2;4;1;5;1;1;3;NA;4;4;5;3;1;3;2;5;3;2;4;4;3;2;3;3;1;1;1;1;4;1;4;1;3;2;2;2;4;2;3;5;1;3;1;3;5;2;4;1;2;5;4;2;1;5;1;4;5;4;1;4;5;3;5;1;2;1;3;4;3;1;1;4;3;4;2;4;1;1
01NA23878;NA;NA;NA;NA;NA;4;1;4;3;5;1;1;1;2;4;3;2;5;3;1;5;4;5;3;2;1;4;5;3;4;5;3;1;3;2;4;3;3;2;1;2;1;5;1;1;4;1;1;1;3;1;1;4;1;4;4;5;4;5;1;1;5;3;4;5;2;5;4;2;1;5;3;1;5;1;1;4;5;3;2;5;1;1;5;1;1;1;5;5;2;1;2;1;5;3
01NA23874;NA;NA;NA;NA;NA;2;1;5;2;4;1;1;1;4;3;3;1;2;1;1;5;3;4;3;2;1;4;5;1;4;3;2;2;3;2;4;3;1;4;5;2;1;4;1;1;4;2;4;4;2;1;1;4;2;1;2;5;1;3;1;2;3;3;4;1;2;1;4;2;3;4;2;1;5;4;2;4;3;2;4;5;2;1;5;4;1;1;3;5;2;5;2;2;5;1
01NA23871;1;1;2;3;3;NA;NA;NA;NA;NA;2;1;1;3;4;3;2;5;3;1;5;4;5;3;5;1;4;5;4;4;3;3;2;3;2;4;3;3;2;2;3;1;4;2;1;4;1;4;1;3;4;1;3;1;1;4;5;1;3;1;1;5;4;4;1;2;5;4;2;3;1;4;1;5;1;4;4;5;3;4;5;4;1;3;1;1;2;3;5;2;4;2;4;5;2
01NA23870;1;1;2;3;3;NA;NA;NA;NA;NA;1;3;2;4;5;4;2;4;1;2;5;1;1;2;2;4;3;4;1;3;5;2;2;3;2;5;3;3;1;4;3;1;2;2;1;4;3;2;3;3;4;1;2;5;4;1;1;3;5;5;3;1;4;4;3;2;5;4;2;2;1;4;5;3;3;3;4;2;3;4;2;5;5;1;4;1;4;1;2;1;5;5;3;4;4
01NA2386NA;4;1;5;3;4;NA;NA;NA;NA;NA;4;1;1;3;4;3;4;2;5;1;1;2;4;5;1;1;4;5;4;4;3;2;5;3;2;4;3;2;4;2;4;1;5;3;1;4;2;1;5;5;4;5;3;1;3;5;5;3;4;1;2;2;5;4;1;3;2;4;2;3;5;1;4;5;4;5;4;5;5;4;1;1;5;3;2;4;1;5;4;3;1;2;4;2;1
01NA23867;1;1;2;3;3;NA;NA;NA;NA;NA;1;1;1;3;3;3;2;2;1;1;5;4;5;3;2;1;4;5;4;4;1;2;2;3;2;1;3;3;3;3;3;1;4;2;1;4;1;4;4;3;4;5;3;1;1;3;5;1;2;1;1;5;3;4;1;2;5;4;2;3;1;4;1;5;1;1;4;5;3;4;5;3;1;1;4;1;3;3;5;3;4;2;4;5;2
01NA23866;NA;NA;NA;NA;NA;4;1;1;2;3;2;1;2;2;3;2;3;2;1;1;5;5;4;3;4;1;4;5;1;4;3;2;2;3;2;4;3;4;2;1;2;1;4;1;1;4;1;4;1;3;4;1;4;4;3;3;5;1;3;1;3;5;2;4;1;3;4;4;2;1;1;4;5;5;1;3;4;3;3;5;1;2;4;2;1;3;1;1;5;3;1;2;4;2;2
01NA23865;NA;NA;NA;NA;NA;4;5;5;2;5;1;1;1;5;2;3;1;2;3;1;5;4;5;3;1;1;4;5;4;4;4;3;2;3;1;1;3;3;2;2;3;1;4;2;1;4;1;4;4;3;4;1;3;1;1;3;5;1;3;1;1;5;3;4;1;2;5;4;2;3;1;4;1;5;1;2;4;5;3;4;5;4;1;3;1;1;2;3;5;2;4;2;4;5;2
01NA23864;1;5;2;3;3;NA;NA;NA;NA;NA;5;1;1;3;4;3;3;2;3;1;5;4;3;4;2;4;4;5;3;4;5;3;2;3;4;1;3;3;2;1;1;1;5;2;1;4;1;4;1;3;4;1;4;1;3;3;5;1;3;1;1;5;2;4;1;2;5;4;2;3;2;4;1;5;5;3;4;5;5;4;1;1;3;1;1;1;1;5;5;2;4;2;4;5;2
01NA23862;1;1;2;3;3;NA;NA;NA;NA;NA;1;1;1;5;3;3;2;4;3;1;5;4;5;3;2;5;4;5;4;4;3;2;2;3;2;1;3;3;2;4;3;1;5;2;1;4;1;4;1;3;1;5;3;1;1;3;5;1;3;1;2;5;3;4;1;2;5;4;2;3;2;4;1;5;1;1;4;3;3;5;4;1;4;5;5;3;1;3;5;3;4;2;4;5;2
01NA23861;4;1;3;3;3;NA;NA;NA;NA;NA;1;1;1;2;3;3;1;2;3;1;5;4;1;2;5;5;2;5;4;4;5;5;2;3;2;4;3;2;2;5;3;1;4;3;1;4;1;4;4;3;4;1;4;5;4;3;4;1;3;1;4;3;2;4;1;3;1;4;5;3;3;4;3;5;5;5;4;4;3;4;5;4;3;1;1;4;1;5;5;1;4;2;1;2;2
01NA2385NA;NA;NA;NA;NA;NA;4;3;2;2;2;1;4;1;3;4;3;4;4;1;5;1;5;5;1;4;3;4;3;3;3;4;2;2;3;2;4;3;3;4;5;1;5;1;2;1;4;2;4;1;2;5;4;4;1;3;3;5;1;4;1;4;2;4;4;1;1;4;4;2;1;4;4;1;5;2;2;4;3;5;4;5;1;4;1;1;3;3;3;5;2;4;5;4;5;3
01NA23857;NA;NA;NA;NA;NA;2;1;3;2;1;2;2;1;5;4;3;2;4;3;1;3;4;4;5;2;1;1;4;3;5;3;2;2;4;3;1;4;3;2;5;4;1;1;2;1;2;1;4;1;3;1;4;3;1;5;3;1;4;5;1;3;2;4;4;1;5;1;4;2;1;1;3;4;1;5;1;3;4;5;4;5;1;3;4;1;5;3;2;3;1;1;3;5;4;2
01NA23855;1;2;1;5;1;NA;NA;NA;NA;NA;5;2;5;5;1;3;2;5;3;3;5;1;4;3;1;2;4;2;4;4;3;1;2;3;2;1;2;4;2;2;1;1;1;2;1;4;2;1;5;3;4;2;3;1;1;2;5;1;5;1;2;3;2;4;1;3;1;4;2;3;1;4;1;5;1;2;4;5;1;2;5;1;5;1;4;3;1;1;5;2;4;2;2;1;3
01NA23854;1;1;2;3;3;NA;NA;NA;NA;NA;1;2;1;3;3;2;4;2;3;1;5;4;5;3;2;1;4;5;4;4;3;3;2;3;2;4;3;3;1;2;3;5;5;2;1;4;1;4;1;3;2;5;2;1;1;2;5;1;3;1;1;5;4;4;1;2;5;4;2;3;3;4;1;5;1;2;4;5;1;3;4;1;5;1;1;1;3;3;5;2;4;2;4;5;2
01NA23853;1;1;2;3;2;NA;NA;NA;NA;NA;1;1;1;5;3;3;2;5;3;1;5;4;4;2;5;1;4;5;1;4;1;3;5;3;1;4;3;3;2;3;3;1;5;2;1;4;1;4;1;3;4;1;2;1;2;2;5;1;3;1;1;3;4;4;1;2;5;4;3;4;4;4;1;5;1;2;4;5;1;4;5;3;1;5;4;1;1;3;5;3;4;2;4;5;2
01NA23852;1;1;4;3;3;NA;NA;NA;NA;NA;2;1;1;5;3;3;2;5;1;1;5;4;5;3;5;1;4;5;1;4;3;3;2;3;1;4;4;3;2;2;2;1;4;2;1;4;1;4;4;3;1;5;2;1;1;2;5;1;3;1;1;5;3;4;1;2;5;4;2;3;4;4;1;5;1;4;4;5;4;3;5;4;5;5;1;1;1;3;5;2;4;2;4;5;2
01NA23851;2;3;2;3;3;NA;NA;NA;NA;NA;4;3;1;3;4;3;3;5;3;1;5;4;5;3;2;1;4;2;1;3;1;2;2;3;2;1;3;3;2;1;3;1;4;2;1;4;1;4;2;3;4;5;3;1;1;3;5;1;3;5;1;5;4;4;1;2;5;4;2;3;5;4;5;5;1;1;4;2;1;4;4;5;1;5;1;2;1;3;2;2;4;5;4;1;1
01NA23850;1;1;2;3;3;NA;NA;NA;NA;NA;1;1;1;3;2;3;2;5;1;1;5;4;5;5;2;1;4;5;1;4;5;3;2;3;4;4;3;3;2;2;3;1;4;2;1;4;1;1;4;3;4;5;2;1;1;2;5;1;3;1;1;3;1;4;1;2;5;4;2;3;1;4;1;5;4;2;4;5;2;3;5;5;4;1;1;1;1;3;5;2;4;2;4;1;2
01NA23848;1;1;2;3;3;NA;NA;NA;NA;NA;1;1;1;1;4;3;4;2;3;1;5;4;5;3;2;1;4;5;1;1;3;4;2;3;2;1;3;3;2;1;2;1;4;2;1;4;5;4;4;3;4;1;3;1;1;3;4;1;3;1;1;3;3;4;1;2;1;4;2;1;1;3;1;5;1;1;4;3;3;4;5;5;5;5;1;4;1;2;5;3;4;4;1;5;3
01NA23847;NA;NA;NA;NA;NA;1;1;4;2;5;1;1;1;3;4;3;2;2;3;2;5;4;1;3;4;2;4;5;4;4;4;2;5;3;2;1;3;3;2;3;3;1;4;1;1;4;1;4;1;3;4;1;3;1;1;3;5;1;3;1;2;5;3;4;1;1;5;4;2;3;4;3;4;5;1;3;4;3;3;4;3;2;1;1;4;1;3;3;5;3;1;2;4;5;2
01NA23846;NA;NA;NA;NA;NA;4;1;5;2;1;2;1;1;3;4;3;3;2;2;1;5;4;1;3;2;5;4;5;5;4;3;5;2;2;4;5;3;3;2;3;3;1;4;2;1;4;2;4;4;3;1;2;4;1;3;2;3;4;3;1;5;5;2;2;5;2;5;4;2;3;5;4;1;5;1;5;4;1;1;1;5;2;3;3;4;1;2;3;5;2;4;2;4;1;3
01NA23845;1;1;2;3;3;NA;NA;NA;NA;NA;1;1;1;5;3;3;2;2;3;1;5;4;4;2;5;5;4;5;1;5;3;2;2;4;3;5;2;2;2;3;5;1;1;5;5;2;3;4;2;5;4;1;2;1;2;5;5;1;3;4;1;3;2;1;5;4;2;3;1;3;1;3;5;2;3;1;5;3;2;5;5;2;1;2;3;4;5;3;1;3;5;4;1;3;5
01NA23844;1;2;3;3;2;NA;NA;NA;NA;NA;2;2;1;1;2;4;4;2;5;5;5;1;1;4;2;1;4;4;2;4;4;4;5;2;2;5;3;1;4;3;3;1;1;1;2;4;1;4;1;3;2;2;2;5;3;1;5;3;3;1;3;5;5;4;1;1;1;4;2;3;5;3;5;5;1;2;4;3;2;5;1;5;3;1;4;2;3;2;5;2;1;2;1;1;1
